"tab_inv_item.col_quantity","tab_inv_item.col_total","tab_inv.col_total","tab_inv.col_name","tab_inv.dt_invoice","tab_pers.col_bn","tab_pers.col_fn","tab_pers.col_sn","tab_pers.col_hn"
4,25,28,inv-0000000000000000000000001120,2016-04-14,2,"Verlin","Toney","Verlin Toney"
4,22,33,inv-0000000000000000000000001121,2016-11-30,6,"Morton","Trescott","Morton Trescott"
3,6,8,inv-0000000000000000000000001122,2017-08-16,9,"Tabor","West","Tabor West"
6,1,8,inv-0000000000000000000000001123,2018-06-04,1,"Carter","Romine","Carter Romine"
4,8,10,inv-0000000000000000000000001124,2018-03-14,12,"Kavon","Burget","Kavon Burget"
7,20,13,inv-0000000000000000000000001125,2016-01-20,2,"Verlin","Toney","Verlin Toney"
6,20,39,inv-0000000000000000000000001126,2018-06-22,4,"Kavon","Shearman","Kavon Shearman"
3,3,13,inv-0000000000000000000000001127,2018-10-16,7,"Windell","Minot","Windell Minot"
8,9,2,inv-0000000000000000000000001128,2019-07-26,4,"Kavon","Shearman","Kavon Shearman"
8,13,20,inv-0000000000000000000000001129,2017-03-02,11,"Sedona","Strauss","Sedona Strauss"
8,19,43,inv-0000000000000000000000001130,2016-03-25,9,"Tabor","West","Tabor West"
8,19,15,inv-0000000000000000000000001131,2016-05-11,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,19,34,inv-0000000000000000000000001132,2017-12-29,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,15,20,inv-0000000000000000000000001133,2019-09-06,6,"Morton","Trescott","Morton Trescott"
6,27,20,inv-0000000000000000000000001134,2017-01-19,7,"Windell","Minot","Windell Minot"
6,22,13,inv-0000000000000000000000001135,2017-07-21,3,"Sawyer","Morehead","Sawyer Morehead"
10,25,3,inv-0000000000000000000000001136,2018-03-12,6,"Morton","Trescott","Morton Trescott"
2,6,15,inv-0000000000000000000000001137,2016-07-25,11,"Sedona","Strauss","Sedona Strauss"
8,24,20,inv-0000000000000000000000001138,2018-07-06,12,"Kavon","Burget","Kavon Burget"
3,9,50,inv-0000000000000000000000001139,2019-03-22,2,"Verlin","Toney","Verlin Toney"
9,23,33,inv-0000000000000000000000001140,2018-03-01,6,"Morton","Trescott","Morton Trescott"
2,4,17,inv-0000000000000000000000001141,2018-01-11,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
2,25,34,inv-0000000000000000000000001142,2019-11-05,8,"Rylan","Channel","Rylan Channel"
1,5,38,inv-0000000000000000000000001143,2019-07-03,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,26,12,inv-0000000000000000000000001144,2016-05-27,8,"Rylan","Channel","Rylan Channel"
3,11,11,inv-0000000000000000000000001145,2016-10-04,4,"Kavon","Shearman","Kavon Shearman"
1,3,34,inv-0000000000000000000000001146,2016-11-24,1,"Carter","Romine","Carter Romine"
3,19,5,inv-0000000000000000000000001147,2016-01-13,4,"Kavon","Shearman","Kavon Shearman"
5,23,10,inv-0000000000000000000000001148,2018-10-18,14,"Rudolph","Falls","Rudolph Falls"
4,7,26,inv-0000000000000000000000001149,2017-03-09,6,"Morton","Trescott","Morton Trescott"
8,25,25,inv-0000000000000000000000001150,2019-03-06,12,"Kavon","Burget","Kavon Burget"
5,21,31,inv-0000000000000000000000001151,2017-03-28,0,"Wilburn","Merriman","Wilburn Merriman"
3,3,29,inv-0000000000000000000000001152,2018-02-15,13,"Iverson","Crossnoe","Iverson Crossnoe"
4,14,47,inv-0000000000000000000000001153,2019-11-04,7,"Windell","Minot","Windell Minot"
4,4,41,inv-0000000000000000000000001154,2019-12-05,11,"Sedona","Strauss","Sedona Strauss"
6,8,42,inv-0000000000000000000000001155,2016-01-14,4,"Kavon","Shearman","Kavon Shearman"
9,26,4,inv-0000000000000000000000001156,2019-10-30,6,"Morton","Trescott","Morton Trescott"
9,3,49,inv-0000000000000000000000001157,2019-07-26,4,"Kavon","Shearman","Kavon Shearman"
7,6,50,inv-0000000000000000000000001158,2018-05-24,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,5,47,inv-0000000000000000000000001159,2019-04-17,12,"Kavon","Burget","Kavon Burget"
4,6,37,inv-0000000000000000000000001160,2019-07-16,14,"Rudolph","Falls","Rudolph Falls"
9,11,10,inv-0000000000000000000000001161,2016-08-04,1,"Carter","Romine","Carter Romine"
8,3,44,inv-0000000000000000000000001162,2017-08-16,5,"Tanner","Weston","Tanner Weston"
5,16,21,inv-0000000000000000000000001163,2019-01-30,9,"Tabor","West","Tabor West"
6,14,40,inv-0000000000000000000000001164,2018-06-25,6,"Morton","Trescott","Morton Trescott"
2,2,25,inv-0000000000000000000000001165,2016-02-01,2,"Verlin","Toney","Verlin Toney"
5,10,18,inv-0000000000000000000000001166,2017-06-05,14,"Rudolph","Falls","Rudolph Falls"
5,16,12,inv-0000000000000000000000001167,2017-10-20,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,16,26,inv-0000000000000000000000001168,2018-10-10,11,"Sedona","Strauss","Sedona Strauss"
2,25,2,inv-0000000000000000000000001169,2019-10-04,3,"Sawyer","Morehead","Sawyer Morehead"
8,10,21,inv-0000000000000000000000001170,2017-10-30,0,"Wilburn","Merriman","Wilburn Merriman"
2,30,11,inv-0000000000000000000000001171,2019-02-12,9,"Tabor","West","Tabor West"
10,1,49,inv-0000000000000000000000001172,2018-08-23,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,11,10,inv-0000000000000000000000001173,2017-05-15,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,2,11,inv-0000000000000000000000001174,2018-01-17,0,"Wilburn","Merriman","Wilburn Merriman"
8,8,41,inv-0000000000000000000000001175,2019-01-02,1,"Carter","Romine","Carter Romine"
6,16,16,inv-0000000000000000000000001176,2018-07-16,3,"Sawyer","Morehead","Sawyer Morehead"
3,22,50,inv-0000000000000000000000001177,2017-12-20,5,"Tanner","Weston","Tanner Weston"
7,24,45,inv-0000000000000000000000001178,2018-04-04,4,"Kavon","Shearman","Kavon Shearman"
10,22,15,inv-0000000000000000000000001179,2016-08-26,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,27,45,inv-0000000000000000000000001180,2019-10-22,12,"Kavon","Burget","Kavon Burget"
10,16,7,inv-0000000000000000000000001181,2019-07-17,8,"Rylan","Channel","Rylan Channel"
1,11,41,inv-0000000000000000000000001182,2019-12-17,11,"Sedona","Strauss","Sedona Strauss"
8,5,8,inv-0000000000000000000000001183,2016-11-16,2,"Verlin","Toney","Verlin Toney"
10,29,3,inv-0000000000000000000000001184,2016-04-12,7,"Windell","Minot","Windell Minot"
6,12,42,inv-0000000000000000000000001185,2019-11-29,11,"Sedona","Strauss","Sedona Strauss"
10,13,21,inv-0000000000000000000000001186,2017-04-26,5,"Tanner","Weston","Tanner Weston"
3,23,25,inv-0000000000000000000000001187,2016-10-10,12,"Kavon","Burget","Kavon Burget"
8,25,36,inv-0000000000000000000000001188,2019-10-22,4,"Kavon","Shearman","Kavon Shearman"
8,26,1,inv-0000000000000000000000001189,2018-03-26,2,"Verlin","Toney","Verlin Toney"
3,30,48,inv-0000000000000000000000001190,2016-03-28,2,"Verlin","Toney","Verlin Toney"
9,20,45,inv-0000000000000000000000001191,2016-12-26,1,"Carter","Romine","Carter Romine"
7,22,30,inv-0000000000000000000000001192,2019-02-22,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
7,3,47,inv-0000000000000000000000001193,2019-08-30,1,"Carter","Romine","Carter Romine"
6,11,20,inv-0000000000000000000000001194,2019-06-24,2,"Verlin","Toney","Verlin Toney"
3,19,23,inv-0000000000000000000000001195,2017-03-14,2,"Verlin","Toney","Verlin Toney"
10,21,30,inv-0000000000000000000000001196,2018-04-19,1,"Carter","Romine","Carter Romine"
9,13,13,inv-0000000000000000000000001197,2016-09-26,1,"Carter","Romine","Carter Romine"
6,16,32,inv-0000000000000000000000001198,2019-12-18,0,"Wilburn","Merriman","Wilburn Merriman"
10,19,16,inv-0000000000000000000000001199,2019-11-11,8,"Rylan","Channel","Rylan Channel"
4,3,7,inv-0000000000000000000000001200,2016-12-14,4,"Kavon","Shearman","Kavon Shearman"
3,10,5,inv-0000000000000000000000001201,2016-01-18,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,21,3,inv-0000000000000000000000001202,2017-01-20,13,"Iverson","Crossnoe","Iverson Crossnoe"
4,30,3,inv-0000000000000000000000001203,2016-08-25,11,"Sedona","Strauss","Sedona Strauss"
4,21,40,inv-0000000000000000000000001204,2017-03-20,4,"Kavon","Shearman","Kavon Shearman"
5,24,46,inv-0000000000000000000000001205,2017-07-04,7,"Windell","Minot","Windell Minot"
4,14,8,inv-0000000000000000000000001206,2018-11-08,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
4,4,44,inv-0000000000000000000000001207,2018-03-14,3,"Sawyer","Morehead","Sawyer Morehead"
7,23,37,inv-0000000000000000000000001208,2019-05-30,2,"Verlin","Toney","Verlin Toney"
1,7,36,inv-0000000000000000000000001209,2016-12-05,4,"Kavon","Shearman","Kavon Shearman"
4,23,16,inv-0000000000000000000000001210,2018-06-04,2,"Verlin","Toney","Verlin Toney"
6,2,25,inv-0000000000000000000000001211,2018-06-13,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,16,40,inv-0000000000000000000000001212,2017-12-01,4,"Kavon","Shearman","Kavon Shearman"
5,15,37,inv-0000000000000000000000001213,2019-04-01,6,"Morton","Trescott","Morton Trescott"
8,29,43,inv-0000000000000000000000001214,2017-03-31,8,"Rylan","Channel","Rylan Channel"
2,3,31,inv-0000000000000000000000001215,2016-09-13,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
5,13,18,inv-0000000000000000000000001216,2018-01-12,8,"Rylan","Channel","Rylan Channel"
5,17,49,inv-0000000000000000000000001217,2018-01-15,5,"Tanner","Weston","Tanner Weston"
7,19,14,inv-0000000000000000000000001218,2016-01-06,5,"Tanner","Weston","Tanner Weston"
8,3,2,inv-0000000000000000000000001219,2017-12-18,9,"Tabor","West","Tabor West"
5,28,10,inv-0000000000000000000000001220,2016-09-05,5,"Tanner","Weston","Tanner Weston"
2,1,8,inv-0000000000000000000000001221,2018-01-23,0,"Wilburn","Merriman","Wilburn Merriman"
2,22,33,inv-0000000000000000000000001222,2019-07-25,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,13,15,inv-0000000000000000000000001223,2018-03-05,8,"Rylan","Channel","Rylan Channel"
5,20,12,inv-0000000000000000000000001224,2019-05-01,4,"Kavon","Shearman","Kavon Shearman"
1,5,39,inv-0000000000000000000000001225,2019-04-04,14,"Rudolph","Falls","Rudolph Falls"
7,28,4,inv-0000000000000000000000001226,2019-01-11,0,"Wilburn","Merriman","Wilburn Merriman"
5,19,29,inv-0000000000000000000000001227,2017-01-20,9,"Tabor","West","Tabor West"
7,16,6,inv-0000000000000000000000001228,2018-12-13,14,"Rudolph","Falls","Rudolph Falls"
1,12,49,inv-0000000000000000000000001229,2016-12-30,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
8,23,25,inv-0000000000000000000000001230,2016-12-05,3,"Sawyer","Morehead","Sawyer Morehead"
6,8,47,inv-0000000000000000000000001231,2017-09-12,5,"Tanner","Weston","Tanner Weston"
2,30,1,inv-0000000000000000000000001232,2016-05-02,0,"Wilburn","Merriman","Wilburn Merriman"
7,22,9,inv-0000000000000000000000001233,2018-11-16,14,"Rudolph","Falls","Rudolph Falls"
6,23,10,inv-0000000000000000000000001234,2016-05-18,8,"Rylan","Channel","Rylan Channel"
9,2,20,inv-0000000000000000000000001235,2019-05-31,8,"Rylan","Channel","Rylan Channel"
9,20,14,inv-0000000000000000000000001236,2016-09-26,6,"Morton","Trescott","Morton Trescott"
8,10,30,inv-0000000000000000000000001237,2016-12-29,7,"Windell","Minot","Windell Minot"
1,7,18,inv-0000000000000000000000001238,2018-10-10,12,"Kavon","Burget","Kavon Burget"
6,9,17,inv-0000000000000000000000001239,2019-03-19,14,"Rudolph","Falls","Rudolph Falls"
6,23,20,inv-0000000000000000000000001240,2019-12-26,6,"Morton","Trescott","Morton Trescott"
6,8,14,inv-0000000000000000000000001241,2019-10-11,7,"Windell","Minot","Windell Minot"
6,24,4,inv-0000000000000000000000001242,2019-01-18,11,"Sedona","Strauss","Sedona Strauss"
9,19,41,inv-0000000000000000000000001243,2019-01-22,12,"Kavon","Burget","Kavon Burget"
8,18,18,inv-0000000000000000000000001244,2018-07-11,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,15,8,inv-0000000000000000000000001245,2017-09-14,7,"Windell","Minot","Windell Minot"
1,22,28,inv-0000000000000000000000001246,2018-12-20,5,"Tanner","Weston","Tanner Weston"
2,24,47,inv-0000000000000000000000001247,2018-04-02,2,"Verlin","Toney","Verlin Toney"
7,17,6,inv-0000000000000000000000001248,2016-04-04,12,"Kavon","Burget","Kavon Burget"
6,6,26,inv-0000000000000000000000001249,2019-08-23,3,"Sawyer","Morehead","Sawyer Morehead"
4,18,48,inv-0000000000000000000000001250,2017-03-21,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,4,44,inv-0000000000000000000000001251,2018-01-17,3,"Sawyer","Morehead","Sawyer Morehead"
2,24,2,inv-0000000000000000000000001252,2018-01-15,11,"Sedona","Strauss","Sedona Strauss"
2,25,10,inv-0000000000000000000000001253,2018-08-15,7,"Windell","Minot","Windell Minot"
10,29,48,inv-0000000000000000000000001254,2016-03-30,8,"Rylan","Channel","Rylan Channel"
9,17,6,inv-0000000000000000000000001255,2016-08-01,2,"Verlin","Toney","Verlin Toney"
7,10,12,inv-0000000000000000000000001256,2017-09-28,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,3,37,inv-0000000000000000000000001257,2018-08-14,8,"Rylan","Channel","Rylan Channel"
9,1,26,inv-0000000000000000000000001258,2016-01-26,1,"Carter","Romine","Carter Romine"
7,27,9,inv-0000000000000000000000001259,2016-02-19,7,"Windell","Minot","Windell Minot"
1,17,12,inv-0000000000000000000000001260,2017-11-28,11,"Sedona","Strauss","Sedona Strauss"
8,24,17,inv-0000000000000000000000001261,2016-09-05,2,"Verlin","Toney","Verlin Toney"
2,2,43,inv-0000000000000000000000001262,2016-08-08,3,"Sawyer","Morehead","Sawyer Morehead"
3,24,17,inv-0000000000000000000000001263,2018-04-09,0,"Wilburn","Merriman","Wilburn Merriman"
5,16,38,inv-0000000000000000000000001264,2018-11-06,9,"Tabor","West","Tabor West"
5,13,6,inv-0000000000000000000000001265,2018-08-13,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
9,7,37,inv-0000000000000000000000001266,2016-11-21,11,"Sedona","Strauss","Sedona Strauss"
9,11,49,inv-0000000000000000000000001267,2018-02-26,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,12,46,inv-0000000000000000000000001268,2017-03-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
1,8,18,inv-0000000000000000000000001269,2019-07-02,7,"Windell","Minot","Windell Minot"
6,10,12,inv-0000000000000000000000001270,2016-06-20,6,"Morton","Trescott","Morton Trescott"
10,9,22,inv-0000000000000000000000001271,2017-02-15,11,"Sedona","Strauss","Sedona Strauss"
2,9,38,inv-0000000000000000000000001272,2019-01-23,9,"Tabor","West","Tabor West"
2,28,10,inv-0000000000000000000000001273,2016-02-05,0,"Wilburn","Merriman","Wilburn Merriman"
1,29,37,inv-0000000000000000000000001274,2017-11-28,1,"Carter","Romine","Carter Romine"
6,22,2,inv-0000000000000000000000001275,2016-05-02,9,"Tabor","West","Tabor West"
9,10,12,inv-0000000000000000000000001276,2016-01-22,7,"Windell","Minot","Windell Minot"
9,22,10,inv-0000000000000000000000001277,2019-10-18,1,"Carter","Romine","Carter Romine"
2,25,33,inv-0000000000000000000000001278,2019-07-05,6,"Morton","Trescott","Morton Trescott"
1,29,10,inv-0000000000000000000000001279,2018-10-19,8,"Rylan","Channel","Rylan Channel"
10,10,25,inv-0000000000000000000000001280,2018-10-26,7,"Windell","Minot","Windell Minot"
10,6,37,inv-0000000000000000000000001281,2019-02-04,14,"Rudolph","Falls","Rudolph Falls"
1,18,17,inv-0000000000000000000000001282,2017-04-13,3,"Sawyer","Morehead","Sawyer Morehead"
3,20,44,inv-0000000000000000000000001283,2018-03-02,11,"Sedona","Strauss","Sedona Strauss"
5,11,8,inv-0000000000000000000000001284,2016-09-13,9,"Tabor","West","Tabor West"
4,27,43,inv-0000000000000000000000001285,2019-01-22,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,23,16,inv-0000000000000000000000001286,2019-03-26,12,"Kavon","Burget","Kavon Burget"
5,26,2,inv-0000000000000000000000001287,2016-03-11,11,"Sedona","Strauss","Sedona Strauss"
9,16,39,inv-0000000000000000000000001288,2016-09-01,2,"Verlin","Toney","Verlin Toney"
3,30,46,inv-0000000000000000000000001289,2019-05-08,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,2,29,inv-0000000000000000000000001290,2018-12-27,8,"Rylan","Channel","Rylan Channel"
7,7,2,inv-0000000000000000000000001291,2017-08-09,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
3,11,10,inv-0000000000000000000000001292,2019-11-27,4,"Kavon","Shearman","Kavon Shearman"
5,11,40,inv-0000000000000000000000001293,2017-07-25,8,"Rylan","Channel","Rylan Channel"
1,27,41,inv-0000000000000000000000001294,2018-06-25,9,"Tabor","West","Tabor West"
7,16,16,inv-0000000000000000000000001295,2017-07-24,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
1,17,14,inv-0000000000000000000000001296,2016-08-12,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,20,50,inv-0000000000000000000000001297,2017-05-10,1,"Carter","Romine","Carter Romine"
4,26,36,inv-0000000000000000000000001298,2018-03-05,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,24,15,inv-0000000000000000000000001299,2018-08-09,11,"Sedona","Strauss","Sedona Strauss"
5,13,24,inv-0000000000000000000000001300,2018-05-17,12,"Kavon","Burget","Kavon Burget"
10,10,25,inv-0000000000000000000000001301,2017-08-09,11,"Sedona","Strauss","Sedona Strauss"
1,11,37,inv-0000000000000000000000001302,2018-06-20,3,"Sawyer","Morehead","Sawyer Morehead"
7,27,19,inv-0000000000000000000000001303,2018-12-24,2,"Verlin","Toney","Verlin Toney"
8,2,49,inv-0000000000000000000000001304,2017-05-01,9,"Tabor","West","Tabor West"
6,2,27,inv-0000000000000000000000001305,2018-11-30,2,"Verlin","Toney","Verlin Toney"
3,15,1,inv-0000000000000000000000001306,2017-10-31,12,"Kavon","Burget","Kavon Burget"
8,14,20,inv-0000000000000000000000001307,2018-03-13,12,"Kavon","Burget","Kavon Burget"
1,11,46,inv-0000000000000000000000001308,2017-08-09,0,"Wilburn","Merriman","Wilburn Merriman"
10,26,43,inv-0000000000000000000000001309,2019-09-19,5,"Tanner","Weston","Tanner Weston"
7,23,15,inv-0000000000000000000000001310,2018-05-23,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,29,16,inv-0000000000000000000000001311,2016-05-03,1,"Carter","Romine","Carter Romine"
9,27,31,inv-0000000000000000000000001312,2019-04-16,12,"Kavon","Burget","Kavon Burget"
7,4,28,inv-0000000000000000000000001313,2017-11-06,0,"Wilburn","Merriman","Wilburn Merriman"
8,3,3,inv-0000000000000000000000001314,2018-06-25,6,"Morton","Trescott","Morton Trescott"
2,13,48,inv-0000000000000000000000001315,2018-03-02,3,"Sawyer","Morehead","Sawyer Morehead"
8,13,31,inv-0000000000000000000000001316,2019-10-18,4,"Kavon","Shearman","Kavon Shearman"
4,17,49,inv-0000000000000000000000001317,2019-09-27,0,"Wilburn","Merriman","Wilburn Merriman"
6,22,42,inv-0000000000000000000000001318,2016-02-15,14,"Rudolph","Falls","Rudolph Falls"
6,16,37,inv-0000000000000000000000001319,2016-12-28,9,"Tabor","West","Tabor West"
3,7,21,inv-0000000000000000000000001320,2019-02-07,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,16,40,inv-0000000000000000000000001321,2018-12-12,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
1,9,14,inv-0000000000000000000000001322,2017-11-23,3,"Sawyer","Morehead","Sawyer Morehead"
3,23,23,inv-0000000000000000000000001323,2017-04-04,9,"Tabor","West","Tabor West"
3,12,10,inv-0000000000000000000000001324,2016-05-30,7,"Windell","Minot","Windell Minot"
5,19,15,inv-0000000000000000000000001325,2019-12-24,3,"Sawyer","Morehead","Sawyer Morehead"
7,12,9,inv-0000000000000000000000001326,2017-12-08,9,"Tabor","West","Tabor West"
1,9,29,inv-0000000000000000000000001327,2019-12-20,7,"Windell","Minot","Windell Minot"
3,10,4,inv-0000000000000000000000001328,2018-06-08,12,"Kavon","Burget","Kavon Burget"
8,8,41,inv-0000000000000000000000001329,2016-03-03,8,"Rylan","Channel","Rylan Channel"
10,27,6,inv-0000000000000000000000001330,2019-09-25,13,"Iverson","Crossnoe","Iverson Crossnoe"
8,13,45,inv-0000000000000000000000001331,2017-03-07,8,"Rylan","Channel","Rylan Channel"
7,11,2,inv-0000000000000000000000001332,2017-03-20,5,"Tanner","Weston","Tanner Weston"
4,12,29,inv-0000000000000000000000001333,2017-01-25,14,"Rudolph","Falls","Rudolph Falls"
8,2,10,inv-0000000000000000000000001334,2016-10-06,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
6,10,14,inv-0000000000000000000000001335,2018-12-20,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,23,47,inv-0000000000000000000000001336,2016-04-04,4,"Kavon","Shearman","Kavon Shearman"
4,16,20,inv-0000000000000000000000001337,2016-08-15,1,"Carter","Romine","Carter Romine"
8,17,45,inv-0000000000000000000000001338,2017-04-03,12,"Kavon","Burget","Kavon Burget"
1,2,17,inv-0000000000000000000000001339,2018-04-23,3,"Sawyer","Morehead","Sawyer Morehead"
6,15,39,inv-0000000000000000000000001340,2019-05-08,0,"Wilburn","Merriman","Wilburn Merriman"
10,2,28,inv-0000000000000000000000001341,2017-01-19,12,"Kavon","Burget","Kavon Burget"
6,5,29,inv-0000000000000000000000001342,2017-05-22,5,"Tanner","Weston","Tanner Weston"
5,23,8,inv-0000000000000000000000001343,2019-09-12,6,"Morton","Trescott","Morton Trescott"
8,19,19,inv-0000000000000000000000001344,2016-03-11,14,"Rudolph","Falls","Rudolph Falls"
1,27,20,inv-0000000000000000000000001345,2017-03-21,4,"Kavon","Shearman","Kavon Shearman"
4,6,4,inv-0000000000000000000000001346,2018-08-02,11,"Sedona","Strauss","Sedona Strauss"
4,26,10,inv-0000000000000000000000001347,2016-05-02,14,"Rudolph","Falls","Rudolph Falls"
2,26,11,inv-0000000000000000000000001348,2019-09-09,1,"Carter","Romine","Carter Romine"
3,1,40,inv-0000000000000000000000001349,2016-08-23,0,"Wilburn","Merriman","Wilburn Merriman"
8,5,50,inv-0000000000000000000000001350,2019-04-23,13,"Iverson","Crossnoe","Iverson Crossnoe"
2,4,28,inv-0000000000000000000000001351,2016-08-04,4,"Kavon","Shearman","Kavon Shearman"
5,14,19,inv-0000000000000000000000001352,2017-02-16,3,"Sawyer","Morehead","Sawyer Morehead"
5,29,47,inv-0000000000000000000000001353,2017-03-16,3,"Sawyer","Morehead","Sawyer Morehead"
8,10,30,inv-0000000000000000000000001354,2019-11-26,2,"Verlin","Toney","Verlin Toney"
7,22,12,inv-0000000000000000000000001355,2018-06-11,5,"Tanner","Weston","Tanner Weston"
6,10,49,inv-0000000000000000000000001356,2016-08-23,13,"Iverson","Crossnoe","Iverson Crossnoe"
9,15,9,inv-0000000000000000000000001357,2019-07-04,0,"Wilburn","Merriman","Wilburn Merriman"
2,20,38,inv-0000000000000000000000001358,2019-12-27,13,"Iverson","Crossnoe","Iverson Crossnoe"
6,13,2,inv-0000000000000000000000001359,2019-01-18,5,"Tanner","Weston","Tanner Weston"
7,24,44,inv-0000000000000000000000001360,2017-01-17,11,"Sedona","Strauss","Sedona Strauss"
4,20,12,inv-0000000000000000000000001361,2019-02-18,0,"Wilburn","Merriman","Wilburn Merriman"
4,13,49,inv-0000000000000000000000001362,2018-03-15,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
1,10,25,inv-0000000000000000000000001363,2019-09-05,5,"Tanner","Weston","Tanner Weston"
8,22,37,inv-0000000000000000000000001364,2019-03-25,11,"Sedona","Strauss","Sedona Strauss"
9,1,9,inv-0000000000000000000000001365,2018-03-19,13,"Iverson","Crossnoe","Iverson Crossnoe"
7,23,49,inv-0000000000000000000000001366,2019-06-11,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,5,20,inv-0000000000000000000000001367,2018-06-07,1,"Carter","Romine","Carter Romine"
5,13,31,inv-0000000000000000000000001368,2018-03-06,7,"Windell","Minot","Windell Minot"
10,11,13,inv-0000000000000000000000001369,2016-08-12,5,"Tanner","Weston","Tanner Weston"
3,21,7,inv-0000000000000000000000001370,2017-09-12,4,"Kavon","Shearman","Kavon Shearman"
7,3,42,inv-0000000000000000000000001371,2019-07-09,8,"Rylan","Channel","Rylan Channel"
8,14,48,inv-0000000000000000000000001372,2017-12-07,13,"Iverson","Crossnoe","Iverson Crossnoe"
1,29,8,inv-0000000000000000000000001373,2017-02-02,11,"Sedona","Strauss","Sedona Strauss"
1,18,45,inv-0000000000000000000000001374,2017-01-17,4,"Kavon","Shearman","Kavon Shearman"
4,20,24,inv-0000000000000000000000001375,2016-08-23,4,"Kavon","Shearman","Kavon Shearman"
6,4,34,inv-0000000000000000000000001376,2018-08-24,3,"Sawyer","Morehead","Sawyer Morehead"
7,1,46,inv-0000000000000000000000001377,2019-05-15,14,"Rudolph","Falls","Rudolph Falls"
5,12,50,inv-0000000000000000000000001378,2018-08-06,4,"Kavon","Shearman","Kavon Shearman"
3,12,27,inv-0000000000000000000000001379,2019-04-25,9,"Tabor","West","Tabor West"
3,11,32,inv-0000000000000000000000001380,2016-07-18,9,"Tabor","West","Tabor West"
8,25,21,inv-0000000000000000000000001381,2018-08-15,8,"Rylan","Channel","Rylan Channel"
3,7,19,inv-0000000000000000000000001382,2017-05-16,14,"Rudolph","Falls","Rudolph Falls"
7,30,36,inv-0000000000000000000000001383,2016-10-19,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,23,22,inv-0000000000000000000000001384,2018-03-09,1,"Carter","Romine","Carter Romine"
10,15,26,inv-0000000000000000000000001385,2018-04-23,6,"Morton","Trescott","Morton Trescott"
8,17,27,inv-0000000000000000000000001386,2019-09-16,12,"Kavon","Burget","Kavon Burget"
4,6,23,inv-0000000000000000000000001387,2017-10-25,10,"Sunshine","Mcilvain","Sunshine Mcilvain"
10,2,9,inv-0000000000000000000000001388,2016-02-11,2,"Verlin","Toney","Verlin Toney"
8,20,16,inv-0000000000000000000000001389,2018-02-19,4,"Kavon","Shearman","Kavon Shearman"
3,20,27,inv-0000000000000000000000001390,2018-04-19,7,"Windell","Minot","Windell Minot"
8,28,13,inv-0000000000000000000000001391,2018-05-28,11,"Sedona","Strauss","Sedona Strauss"
2,30,9,inv-0000000000000000000000001392,2018-09-10,4,"Kavon","Shearman","Kavon Shearman"
1,8,43,inv-0000000000000000000000001393,2016-03-18,14,"Rudolph","Falls","Rudolph Falls"
10,22,21,inv-0000000000000000000000001394,2017-08-18,7,"Windell","Minot","Windell Minot"
8,25,42,inv-0000000000000000000000001395,2017-11-10,9,"Tabor","West","Tabor West"
5,28,12,inv-0000000000000000000000001396,2017-04-04,3,"Sawyer","Morehead","Sawyer Morehead"
9,2,17,inv-0000000000000000000000001397,2019-12-04,13,"Iverson","Crossnoe","Iverson Crossnoe"
3,3,31,inv-0000000000000000000000001398,2018-01-31,6,"Morton","Trescott","Morton Trescott"
1,15,45,inv-0000000000000000000000001399,2019-10-08,0,"Wilburn","Merriman","Wilburn Merriman"
